index,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length
27427,39,80000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,19800,13.23,0,1,13
27428,46,80000,MORTGAGE,8.0,VENTURE,B,5000,11.86,0,0,15
27429,38,36500,RENT,3.0,EDUCATION,A,12000,7.51,1,0,11
27430,38,80000,MORTGAGE,2.0,MEDICAL,C,5000,13.85,0,0,15
27431,44,80000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000,13.11,0,0,16
27432,44,80000,MORTGAGE,28.0,VENTURE,D,25000,15.33,0,1,17
27433,37,38200,RENT,0.0,VENTURE,A,12000,8.94,1,0,14
27434,37,38304,RENT,3.0,PERSONAL,A,12000,7.88,1,0,12
27435,37,80000,MORTGAGE,18.0,MEDICAL,B,20000,11.83,0,0,13
27436,36,74000,MORTGAGE,4.0,EDUCATION,B,10250,11.48,1,0,15
27437,48,80000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7700,9.63,0,0,11
27438,36,74000,MORTGAGE,4.0,PERSONAL,C,10000,11.03,1,0,15
27439,36,80000,MORTGAGE,0.0,EDUCATION,B,15000,10.71,0,0,14
27440,39,39996,RENT,1.0,VENTURE,B,12000,10.74,0,0,16
27441,39,80000,OWN,0.0,MEDICAL,C,5000,11.22,0,0,13
27442,37,40000,RENT,0.0,MEDICAL,B,12000,9.91,0,0,16
27443,41,62903,MORTGAGE,4.0,MEDICAL,B,9600,10.0,1,0,12
27444,38,40000,RENT,19.0,VENTURE,B,12000,10.59,0,0,11
27445,40,80004,MORTGAGE,15.0,EDUCATION,A,9500,7.51,0,0,12
27446,44,80100,MORTGAGE,16.0,MEDICAL,B,8000,10.38,0,0,16
27447,44,80160,MORTGAGE,13.0,DEBTCONSOLIDATION,C,5500,13.92,0,1,13
27448,42,42000,RENT,0.0,PERSONAL,B,12000,10.37,0,0,11
27449,38,81000,MORTGAGE,3.0,PERSONAL,C,10000,14.27,0,1,16
27450,36,81000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,6000,12.99,0,0,17
27451,38,81000,MORTGAGE,0.0,EDUCATION,B,11000,10.36,0,0,14
27452,38,81000,OWN,4.0,EDUCATION,B,7000,9.99,0,0,11
27453,40,81000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,20000,6.17,0,0,14
27454,40,81120,MORTGAGE,1.0,EDUCATION,B,24000,9.25,0,0,15
27455,38,81120,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000,11.12,0,0,12
27456,43,45000,RENT,0.0,MEDICAL,A,12000,6.91,0,0,12
27457,42,64464,MORTGAGE,13.0,MEDICAL,E,30000,19.03,1,0,17
27458,44,39000,RENT,2.0,MEDICAL,B,12000,11.14,1,0,15
27459,39,82000,MORTGAGE,7.0,HOMEIMPROVEMENT,E,8000,19.42,0,1,17
27460,41,82000,MORTGAGE,18.0,HOMEIMPROVEMENT,A,12000,7.51,0,0,17
27461,38,46000,RENT,1.0,MEDICAL,B,12000,9.91,0,0,16
27462,49,82000,MORTGAGE,4.0,PERSONAL,D,10000,16.49,0,1,12
27463,38,82000,OWN,4.0,HOMEIMPROVEMENT,B,10000,11.99,0,0,13
27464,37,59448,RENT,6.0,DEBTCONSOLIDATION,A,12000,6.54,0,0,16
27465,46,82359,MORTGAGE,6.0,PERSONAL,A,6600,7.66,0,0,13
27466,36,82500,MORTGAGE,20.0,MEDICAL,B,11000,10.65,0,0,11
27467,39,54000,RENT,4.0,DEBTCONSOLIDATION,C,12000,14.22,1,1,12
27468,43,83000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,3000,9.91,0,0,17
27469,41,83000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,3000,11.83,0,0,12
27470,36,83000,MORTGAGE,0.0,VENTURE,C,13000,11.97,0,0,14
27471,37,24000,RENT,3.0,HOMEIMPROVEMENT,E,3000,19.03,1,0,11
27472,39,24000,RENT,0.0,HOMEIMPROVEMENT,D,3000,14.12,1,0,11
27473,36,83625,MORTGAGE,6.0,PERSONAL,A,13200,7.51,0,0,12
27474,36,84000,MORTGAGE,2.0,PERSONAL,B,6000,12.69,0,0,13
27475,40,27599,RENT,6.0,VENTURE,B,3000,10.25,0,0,17
27476,37,84000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,8225,12.99,0,1,11
27477,38,84000,MORTGAGE,5.0,VENTURE,B,15000,9.63,0,0,16
27478,48,29120,RENT,0.0,DEBTCONSOLIDATION,D,3000,12.49,1,1,14
27479,43,84000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12000,5.42,0,0,16
27480,39,84000,OWN,12.0,EDUCATION,A,9875,7.51,0,0,15
27481,36,84000,MORTGAGE,14.0,VENTURE,A,1000,7.51,0,0,16
27482,40,84000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,17925,14.26,0,0,16
27483,39,84000,MORTGAGE,2.0,EDUCATION,A,4000,9.63,0,0,12
27484,49,84240,MORTGAGE,4.0,MEDICAL,B,14000,11.89,0,0,17
27485,36,84996,MORTGAGE,11.0,PERSONAL,B,3500,12.69,0,0,16
27486,47,65000,RENT,9.0,EDUCATION,A,12000,5.42,0,0,17
27487,37,65000,RENT,4.0,PERSONAL,D,12000,16.49,0,0,17
27488,37,65000,RENT,7.0,EDUCATION,C,12000,13.98,0,0,15
27489,39,68640,RENT,2.0,MEDICAL,B,12000,9.33,0,0,16
27490,40,85000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,5000,14.27,0,0,16
27491,38,85000,MORTGAGE,15.0,VENTURE,A,15000,6.03,0,0,15
27492,37,85000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,5500,12.69,0,0,11
27493,37,85000,MORTGAGE,19.0,HOMEIMPROVEMENT,B,10000,9.99,0,0,16
27494,37,85000,MORTGAGE,17.0,HOMEIMPROVEMENT,B,8000,11.99,0,0,17
27495,38,85000,MORTGAGE,4.0,PERSONAL,B,6000,10.99,0,0,14
27496,36,73000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,8000,17.49,1,0,17
27497,36,72800,RENT,1.0,VENTURE,A,12000,7.66,0,0,12
27498,37,85000,MORTGAGE,2.0,VENTURE,A,5600,5.42,0,0,13
27499,42,85000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,8500,15.58,0,1,12
27500,37,37000,OWN,5.0,VENTURE,B,6075,11.86,0,0,14
27501,39,85000,MORTGAGE,2.0,VENTURE,B,5000,11.86,0,0,15
27502,48,85000,MORTGAGE,0.0,EDUCATION,A,10000,7.51,0,0,13
27503,37,42000,RENT,3.0,VENTURE,A,3000,7.51,0,0,13
27504,47,85000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5500,6.76,0,0,12
27505,41,37000,OWN,0.0,VENTURE,C,10000,13.79,0,1,13
27506,40,85000,MORTGAGE,1.0,EDUCATION,C,10000,12.87,0,0,11
27507,36,85000,OWN,2.0,EDUCATION,D,8000,14.96,0,0,14
27508,43,75000,RENT,0.0,HOMEIMPROVEMENT,A,12000,7.9,0,0,16
27509,37,85000,OWN,3.0,EDUCATION,F,10000,18.43,0,1,16
27510,45,36700,OWN,7.0,PERSONAL,A,2000,7.51,0,0,16
27511,39,85000,MORTGAGE,1.0,PERSONAL,A,12000,9.32,0,0,13
27512,46,85000,OTHER,0.0,HOMEIMPROVEMENT,A,1000,7.68,0,0,12
27513,47,85000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,8.07,0,0,15
27514,46,85000,OWN,1.0,VENTURE,A,5000,7.43,0,0,13
27515,44,85280,MORTGAGE,4.0,PERSONAL,B,7000,10.62,0,0,12
27516,39,86000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8500,6.03,0,0,11
27517,36,62900,MORTGAGE,5.0,MEDICAL,C,6250,13.49,1,0,12
27518,42,75744,RENT,2.0,EDUCATION,D,12000,14.91,1,1,12
27519,42,82000,RENT,10.0,VENTURE,D,12000,13.24,0,1,13
27520,48,83000,RENT,2.0,VENTURE,B,12000,10.99,0,0,17
27521,43,86004,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,9.99,0,0,14
27522,44,36000,OWN,5.0,EDUCATION,D,4000,16.29,0,0,11
27523,36,36000,OWN,4.0,MEDICAL,D,10000,16.29,0,1,17
27524,43,86044,MORTGAGE,16.0,HOMEIMPROVEMENT,A,6500,7.74,0,0,13
27525,36,84695,RENT,2.0,MEDICAL,A,12000,7.29,0,0,14
27526,37,86500,MORTGAGE,13.0,EDUCATION,A,6500,7.14,0,0,13
27527,40,86500,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,10.25,0,0,16
27528,39,85000,RENT,4.0,HOMEIMPROVEMENT,A,12000,6.03,0,0,12
27529,46,86807,MORTGAGE,0.0,VENTURE,A,10000,8.94,0,0,15
27530,39,85000,RENT,7.0,EDUCATION,B,12000,10.74,0,0,13
27531,49,75000,MORTGAGE,21.0,DEBTCONSOLIDATION,D,15600,17.27,1,0,11
27532,41,75000,MORTGAGE,13.0,DEBTCONSOLIDATION,D,4800,15.58,1,1,15
27533,49,88000,RENT,11.0,VENTURE,A,12000,6.62,0,0,17
27534,41,87000,MORTGAGE,4.0,PERSONAL,D,9000,16.0,0,0,12
27535,46,87000,MORTGAGE,1.0,PERSONAL,C,20000,12.41,0,0,17
27536,37,90000,RENT,15.0,PERSONAL,A,12000,7.51,0,0,13
27537,40,87048,MORTGAGE,11.0,PERSONAL,A,17600,7.9,0,0,13
27538,37,87950,MORTGAGE,3.0,EDUCATION,B,14250,11.89,0,0,14
27539,36,93000,RENT,1.0,PERSONAL,C,12000,13.48,0,1,12
27540,41,88000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,4000,7.14,0,0,17
27541,37,88000,MORTGAGE,21.0,VENTURE,A,12000,7.51,0,0,17
27542,36,95000,RENT,2.0,PERSONAL,B,12000,10.99,0,0,11
27543,37,88000,MORTGAGE,2.0,VENTURE,C,1000,13.48,0,1,11
27544,42,73100,RENT,4.0,MEDICAL,D,12000,16.77,1,1,13
27545,37,88296,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,10.14,0,0,14
27546,49,88400,MORTGAGE,4.0,MEDICAL,C,20000,13.92,0,1,14
27547,41,100000,RENT,3.0,PERSONAL,B,12000,10.74,0,0,14
27548,37,88824,MORTGAGE,8.0,VENTURE,A,3600,6.62,0,0,17
27549,38,89000,MORTGAGE,2.0,PERSONAL,A,6000,5.42,0,0,13
27550,49,77000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,16000,14.09,1,1,12
27551,37,89000,MORTGAGE,3.0,EDUCATION,A,5000,6.91,0,0,15
27552,40,36000,OWN,4.0,EDUCATION,C,2000,13.57,0,1,12
27553,50,120000,RENT,0.0,MEDICAL,B,12000,9.62,0,0,12
27554,41,90000,MORTGAGE,4.0,VENTURE,C,15000,13.49,0,0,15
27555,41,125000,RENT,0.0,DEBTCONSOLIDATION,C,12000,13.49,0,1,12
27556,38,125000,RENT,0.0,EDUCATION,A,12000,7.66,0,0,14
27557,36,90000,OWN,4.0,HOMEIMPROVEMENT,A,3800,6.03,0,0,14
27558,36,90000,MORTGAGE,13.0,EDUCATION,A,12000,6.62,0,0,13
27559,41,113000,RENT,1.0,VENTURE,D,12000,16.0,1,1,15
27560,40,90000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,2800,10.65,0,0,14
27561,41,90000,MORTGAGE,23.0,VENTURE,A,13200,6.62,0,0,13
27562,37,90000,MORTGAGE,11.0,MEDICAL,A,4000,6.62,0,0,16
27563,38,78000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,15000,15.27,1,0,17
27564,39,275000,RENT,12.0,PERSONAL,A,12000,8.49,0,0,14
27565,36,48000,RENT,8.0,PERSONAL,A,12150,5.79,0,0,14
27566,38,90000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7000,6.99,0,0,16
27567,45,90000,MORTGAGE,3.0,VENTURE,B,2500,11.99,0,0,13
27568,39,90000,MORTGAGE,0.0,MEDICAL,B,18000,10.99,0,0,11
27569,38,90000,MORTGAGE,14.0,VENTURE,B,21000,10.59,0,0,11
27570,39,90000,MORTGAGE,15.0,VENTURE,A,10500,7.66,0,0,12
27571,37,78000,MORTGAGE,0.0,PERSONAL,B,5600,10.74,1,0,12
27572,39,90000,MORTGAGE,2.0,PERSONAL,B,4600,11.11,0,0,11
27573,36,36000,RENT,20.0,VENTURE,C,12375,14.27,1,0,16
27574,36,41000,RENT,18.0,DEBTCONSOLIDATION,B,12400,10.65,0,0,14
27575,37,44196,RENT,0.0,MEDICAL,B,12400,11.26,0,0,14
27576,37,35000,OWN,2.0,PERSONAL,B,13250,11.71,0,0,14
27577,37,90000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,22000,8.88,0,0,12
27578,43,90000,MORTGAGE,0.0,VENTURE,D,15000,14.46,0,1,11
27579,46,90000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,20000,6.91,0,0,16
27580,41,90000,OWN,12.0,VENTURE,A,8000,7.51,0,0,16
27581,36,78000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,9600,13.98,1,1,13
27582,41,90000,MORTGAGE,3.0,EDUCATION,A,3000,7.14,0,0,14
27583,45,47000,RENT,4.0,MEDICAL,B,2800,9.62,0,0,11
27584,46,48956,RENT,0.0,MEDICAL,B,2800,10.59,0,0,13
27585,50,90000,MORTGAGE,2.0,VENTURE,B,24000,11.36,0,0,13
27586,38,90000,MORTGAGE,9.0,PERSONAL,C,14000,12.73,0,1,12
27587,36,35000,OWN,1.0,VENTURE,B,6000,11.49,0,0,13
27588,39,35000,OWN,2.0,PERSONAL,A,6800,8.49,0,0,15
27589,38,90000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,9600,13.92,0,1,17
27590,40,90000,RENT,1.0,EDUCATION,B,2800,11.11,0,0,13
27591,37,78000,MORTGAGE,9.0,DEBTCONSOLIDATION,E,20000,16.35,1,0,14
27592,36,90000,MORTGAGE,2.0,EDUCATION,D,20000,14.61,0,1,11
27593,37,25000,RENT,0.0,VENTURE,D,2775,15.65,1,1,14
27594,38,35000,OWN,5.0,EDUCATION,D,1800,16.49,0,1,12
27595,38,90000,MORTGAGE,9.0,EDUCATION,B,9300,11.83,0,0,17
27596,40,24000,RENT,3.0,VENTURE,C,2700,14.27,0,1,17
27597,45,29676,RENT,5.0,EDUCATION,C,2700,12.84,0,1,17
27598,39,90000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,22000,12.67,0,1,15
27599,40,90996,MORTGAGE,9.0,HOMEIMPROVEMENT,A,22000,6.17,0,0,14
27600,41,91000,MORTGAGE,13.0,VENTURE,B,2400,10.74,0,0,16
27601,44,91000,MORTGAGE,14.0,MEDICAL,A,7900,8.59,0,0,14
27602,38,91200,MORTGAGE,0.0,HOMEIMPROVEMENT,C,9000,12.68,0,0,16
27603,39,91992,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3350,5.42,0,0,11
27604,42,82500,RENT,3.0,DEBTCONSOLIDATION,A,2575,6.76,0,0,11
27605,39,92000,MORTGAGE,1.0,PERSONAL,C,20000,14.79,0,0,16
27606,36,92000,MORTGAGE,18.0,MEDICAL,A,4000,7.29,0,0,11
27607,41,92000,MORTGAGE,15.0,MEDICAL,A,12000,7.66,0,0,15
27608,41,92000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000,9.63,0,0,13
27609,37,92000,OWN,15.0,MEDICAL,B,12000,11.14,0,0,14
27610,47,92000,OWN,0.0,HOMEIMPROVEMENT,D,12000,14.11,0,0,12
27611,38,92904,MORTGAGE,8.0,MEDICAL,B,5375,10.51,0,0,16
27612,43,93000,MORTGAGE,7.0,PERSONAL,A,7000,7.14,0,0,13
27613,37,93000,MORTGAGE,2.0,VENTURE,B,18000,12.18,0,0,11
27614,46,81000,MORTGAGE,1.0,EDUCATION,B,7000,9.45,1,0,14
27615,39,182500,RENT,2.0,DEBTCONSOLIDATION,A,12500,5.42,0,0,14
27616,36,94000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,4200,5.99,0,0,12
27617,44,82000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8400,12.84,1,1,17
27618,44,94128,MORTGAGE,14.0,DEBTCONSOLIDATION,A,4400,7.29,0,0,13
27619,36,94185,MORTGAGE,3.0,PERSONAL,A,10000,9.32,0,0,15
27620,41,56004,RENT,4.0,EDUCATION,B,12800,11.48,0,0,15
27621,44,94800,MORTGAGE,4.0,VENTURE,A,7400,7.88,0,0,16
27622,36,95000,MORTGAGE,18.0,PERSONAL,B,13000,10.65,0,0,11
27623,40,95000,OWN,12.0,HOMEIMPROVEMENT,B,5000,10.65,0,0,16
27624,47,95000,MORTGAGE,13.0,EDUCATION,A,5000,6.03,0,0,16
27625,39,95000,OWN,6.0,HOMEIMPROVEMENT,B,8000,12.69,0,0,14
27626,49,95000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,7500,6.03,0,0,13
27627,44,95000,MORTGAGE,1.0,PERSONAL,B,21200,9.91,0,0,14
27628,44,50000,RENT,5.0,VENTURE,C,13000,13.16,0,1,13
27629,43,46000,RENT,2.0,MEDICAL,D,13000,15.7,1,0,13
27630,45,52680,RENT,0.0,MEDICAL,A,13000,6.92,0,0,15
27631,38,83000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,24000,14.91,1,1,12
27632,49,95000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,3000,5.42,0,0,12
27633,45,33600,OWN,14.0,VENTURE,A,4000,6.39,0,0,11
27634,37,95000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,3250,13.35,0,0,13
27635,37,65000,RENT,2.0,EDUCATION,C,13000,12.99,0,1,12
27636,39,95000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,20000,14.84,0,1,11
27637,38,95000,OWN,6.0,HOMEIMPROVEMENT,E,14000,17.74,0,1,17
27638,39,70000,RENT,5.0,EDUCATION,B,13000,11.99,0,0,17
27639,41,95000,OWN,2.0,HOMEIMPROVEMENT,C,21600,13.92,0,1,11
27640,40,83000,MORTGAGE,7.0,EDUCATION,B,2800,12.18,1,0,13
27641,44,83000,OTHER,2.0,EDUCATION,D,12000,16.0,1,1,15
27642,38,95000,MORTGAGE,5.0,EDUCATION,A,4000,9.63,0,0,12
27643,44,95000,MORTGAGE,4.0,VENTURE,B,10000,10.95,0,0,15
27644,40,110000,RENT,6.0,HOMEIMPROVEMENT,B,13000,9.91,0,0,17
27645,40,95892,OWN,19.0,MEDICAL,B,15000,12.18,0,0,14
27646,37,130000,RENT,2.0,PERSONAL,B,13000,9.88,0,0,16
27647,38,96000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,6000,6.03,0,0,16
27648,46,96000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10000,12.69,0,0,11
27649,36,43000,RENT,12.0,DEBTCONSOLIDATION,D,13600,15.58,1,1,12
27650,37,71400,MORTGAGE,7.0,MEDICAL,E,3100,20.69,1,1,14
27651,42,96000,MORTGAGE,9.0,PERSONAL,A,5100,5.42,0,0,14
27652,40,45760,RENT,8.0,MEDICAL,B,13650,10.25,0,0,13
27653,45,66000,RENT,4.0,HOMEIMPROVEMENT,B,13650,12.42,0,0,11
27654,43,27036,RENT,1.0,PERSONAL,D,13750,15.31,1,1,15
27655,41,33000,RENT,2.0,MEDICAL,C,13750,13.79,1,1,11
27656,40,32878,RENT,6.0,VENTURE,C,13775,12.98,1,1,14
27657,42,67300,RENT,4.0,HOMEIMPROVEMENT,C,13800,13.99,0,0,16
27658,38,32560,OWN,8.0,PERSONAL,A,6000,8.94,0,0,16
27659,38,96000,MORTGAGE,0.0,PERSONAL,C,1500,14.26,0,0,14
27660,42,97000,MORTGAGE,13.0,PERSONAL,C,1500,15.96,0,1,16
27661,37,45000,RENT,6.0,PERSONAL,B,14000,11.36,1,0,16
27662,43,97000,MORTGAGE,0.0,MEDICAL,B,14000,11.71,0,0,13
27663,39,40800,RENT,4.0,MEDICAL,D,14000,16.0,1,1,17
27664,38,48300,RENT,3.0,MEDICAL,C,14000,13.22,0,1,14
27665,36,32000,OWN,4.0,EDUCATION,C,3600,13.49,0,1,11
27666,39,52000,RENT,1.0,DEBTCONSOLIDATION,B,14000,11.71,0,0,12
27667,37,32000,OWN,8.0,HOMEIMPROVEMENT,A,12150,6.62,0,0,13
27668,37,52000,RENT,0.0,VENTURE,C,14000,13.16,0,0,11
27669,39,98000,MORTGAGE,22.0,MEDICAL,C,8000,13.49,0,1,16
27670,41,98000,MORTGAGE,18.0,MEDICAL,B,5000,10.99,0,0,17
27671,39,98000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,35000,15.99,0,0,15
27672,40,98000,MORTGAGE,4.0,VENTURE,B,5200,9.63,0,0,16
27673,38,98000,MORTGAGE,7.0,MEDICAL,B,12000,10.37,0,0,17
27674,42,98000,MORTGAGE,2.0,EDUCATION,B,18000,11.58,0,0,11
27675,38,55000,RENT,2.0,HOMEIMPROVEMENT,B,14000,11.48,0,0,16
27676,36,32000,OWN,0.0,EDUCATION,A,1200,7.14,0,0,16
27677,43,98004,MORTGAGE,11.0,PERSONAL,A,6000,5.42,0,0,15
27678,41,98004,MORTGAGE,25.0,DEBTCONSOLIDATION,C,12000,13.57,0,0,15
27679,36,98240,MORTGAGE,4.0,PERSONAL,E,20000,16.35,0,0,16
27680,44,99000,MORTGAGE,5.0,EDUCATION,C,10000,12.68,0,0,11
27681,44,99000,MORTGAGE,3.0,EDUCATION,B,8000,9.25,0,0,14
27682,36,99500,OWN,5.0,VENTURE,A,4000,7.74,0,0,16
27683,44,99996,MORTGAGE,4.0,VENTURE,C,14400,12.23,0,1,16
27684,48,62000,RENT,10.0,EDUCATION,B,14000,12.69,0,0,12
27685,41,62004,RENT,5.0,HOMEIMPROVEMENT,A,14000,8.9,0,0,17
27686,38,99996,OWN,22.0,HOMEIMPROVEMENT,D,25000,14.96,0,1,13
27687,41,62500,RENT,4.0,EDUCATION,B,14000,10.25,0,0,16
27688,36,100000,MORTGAGE,5.0,MEDICAL,A,9350,7.51,0,0,14
27689,45,100000,MORTGAGE,16.0,PERSONAL,A,16000,6.62,0,0,16
27690,38,59000,RENT,5.0,VENTURE,C,14000,13.8,1,0,14
27691,37,31200,OWN,1.0,VENTURE,A,6600,5.42,0,0,12
27692,46,70000,RENT,0.0,HOMEIMPROVEMENT,B,14000,11.26,0,0,16
27693,37,100000,MORTGAGE,13.0,VENTURE,A,18400,5.99,0,0,15
27694,41,100000,MORTGAGE,10.0,EDUCATION,A,6000,8.49,0,0,15
27695,42,75000,RENT,12.0,HOMEIMPROVEMENT,A,14000,6.03,0,0,14
27696,37,88000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,6000,11.99,1,0,12
27697,40,82000,RENT,2.0,MEDICAL,B,14000,10.37,0,0,13
27698,37,73000,RENT,21.0,DEBTCONSOLIDATION,D,14000,16.02,1,0,17
27699,38,100000,MORTGAGE,5.0,PERSONAL,B,5500,10.37,0,0,13
27700,47,100000,MORTGAGE,4.0,EDUCATION,B,2500,9.99,0,0,15
27701,38,100000,RENT,0.0,DEBTCONSOLIDATION,C,14000,13.23,0,1,14
27702,36,88000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,7750,13.23,1,0,14
27703,37,105000,RENT,6.0,DEBTCONSOLIDATION,A,14000,6.03,0,0,11
27704,36,100000,MORTGAGE,2.0,EDUCATION,A,8000,6.76,0,0,11
27705,36,100000,MORTGAGE,17.0,DEBTCONSOLIDATION,A,6000,7.14,0,0,17
27706,45,125004,RENT,7.0,EDUCATION,C,14000,12.61,0,0,12
27707,36,126251,RENT,16.0,HOMEIMPROVEMENT,A,14000,7.66,0,0,17
27708,36,130000,RENT,3.0,DEBTCONSOLIDATION,B,14000,10.37,0,0,14
27709,48,100000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,15000,9.88,0,0,11
27710,39,100000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3000,7.14,0,0,11
27711,50,150000,RENT,3.0,DEBTCONSOLIDATION,A,14000,6.91,0,0,12
27712,41,180000,RENT,16.0,DEBTCONSOLIDATION,A,14000,6.03,0,0,15
27713,37,100000,MORTGAGE,0.0,VENTURE,C,9600,13.22,0,1,17
27714,42,100000,MORTGAGE,7.0,EDUCATION,C,5000,14.26,0,1,15
27715,39,100000,MORTGAGE,0.0,VENTURE,D,6000,14.11,0,0,16
27716,42,100000,MORTGAGE,16.0,DEBTCONSOLIDATION,C,4800,13.47,0,1,13
27717,47,119000,RENT,5.0,PERSONAL,A,14250,7.66,0,0,16
27718,40,100010,MORTGAGE,11.0,MEDICAL,B,8000,9.99,0,0,15
27719,36,100111,MORTGAGE,5.0,VENTURE,C,20000,13.49,0,0,11
27720,38,100280,MORTGAGE,1.0,VENTURE,B,17850,11.99,0,0,17
27721,49,74880,RENT,6.0,MEDICAL,A,14300,7.51,0,0,16
27722,38,30120,RENT,1.0,HOMEIMPROVEMENT,D,14400,12.8,1,1,17
27723,39,101000,MORTGAGE,17.0,EDUCATION,C,2500,13.47,0,1,17
27724,36,101004,MORTGAGE,11.0,MEDICAL,A,12000,5.79,0,0,11
27725,46,101500,MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000,11.14,0,0,14
27726,45,48000,RENT,5.0,PERSONAL,A,14400,8.49,0,0,15
27727,41,102000,MORTGAGE,20.0,VENTURE,B,7500,11.49,0,0,17
27728,41,102000,OWN,5.0,EDUCATION,A,7000,6.92,0,0,12
27729,37,60000,RENT,4.0,MEDICAL,B,14400,10.62,0,0,15
27730,50,102031,MORTGAGE,9.0,HOMEIMPROVEMENT,D,12000,14.96,0,1,11
27731,41,102300,MORTGAGE,9.0,MEDICAL,B,8800,11.58,0,0,11
27732,39,75000,RENT,0.0,EDUCATION,B,14400,12.53,0,0,11
27733,49,103000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,12600,9.32,0,0,11
27734,38,85000,RENT,1.0,VENTURE,B,14400,11.99,0,0,14
27735,38,103970,MORTGAGE,0.0,DEBTCONSOLIDATION,C,15000,14.35,0,1,14
27736,39,96500,RENT,4.0,DEBTCONSOLIDATION,D,14400,15.2,1,0,11
27737,38,104800,MORTGAGE,6.0,HOMEIMPROVEMENT,A,14000,6.03,0,0,11
27738,38,105000,MORTGAGE,22.0,VENTURE,A,12350,6.62,0,0,11
27739,42,105000,MORTGAGE,18.0,EDUCATION,C,2400,13.06,0,1,17
27740,42,42000,RENT,6.0,EDUCATION,D,14500,15.57,1,0,14
27741,41,105000,MORTGAGE,4.0,VENTURE,B,21000,10.25,0,0,15
27742,37,80004,RENT,7.0,MEDICAL,B,14500,11.26,0,0,14
27743,37,105000,MORTGAGE,2.0,EDUCATION,B,25000,12.18,0,0,15
27744,49,105000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,11000,9.32,0,0,13
27745,39,105000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,9000,9.32,0,0,12
27746,41,46152,RENT,10.0,PERSONAL,B,14525,11.11,1,0,16
27747,43,93000,MORTGAGE,15.0,DEBTCONSOLIDATION,D,7500,12.86,1,1,15
27748,46,80409,RENT,2.0,EDUCATION,A,14550,8.94,0,0,11
27749,39,105201,MORTGAGE,20.0,VENTURE,A,15000,6.91,0,0,15
27750,46,105398,MORTGAGE,9.0,HOMEIMPROVEMENT,E,20700,17.43,0,0,12
27751,36,105859,OWN,20.0,VENTURE,B,12000,11.99,0,0,15
27752,36,106000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,4025,7.49,0,0,14
27753,38,106000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,5000,12.99,0,1,12
